Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
74	13.25	1.299038	15.0	12.0	62.0	52.17758	149.0	20.0	12.5	1.5652477	15.0	10.0	64.6	36.139175	141.0	0.0	1000.0	1000.0	295999	17.25304	3.3084888	32.174473	-1.5969553	17.252913	3.3092618	32.30931	-1.8873613	-17.31363	0.20621915	3909.2010231018066
75	13.5	0.8660254	15.0	13.0	39.5	40.25854	90.0	0.0	12.3	1.1	14.0	11.0	64.4	36.499863	128.0	0.0	1000.0	1000.0	299999	17.2942	3.3038526	32.753895	-2.4400694	17.294113	3.3046463	32.440567	-2.5014372	-17.349253	0.20613553	3962.6951854228973
76	12.5	0.8660254	14.0	12.0	53.5	35.245567	107.0	18.0	13.0	1.0954452	15.0	11.0	68.7	33.864586	127.0	17.0	1000.0	1000.0	303999	17.35321	3.296557	31.556032	-2.2607236	17.353085	3.2974637	32.17213	-2.7306032	-17.405695	0.20673923	4016.378424882889
77	14.0	1.5811388	16.0	12.0	45.5	23.963514	83.0	19.0	13.1	1.9209373	16.0	10.0	41.9	28.588284	97.0	0.0	1000.0	1000.0	307999	17.391705	3.291803	32.486126	-3.7589853	17.391586	3.292301	32.708965	-3.7316346	-17.455805	0.20527531	4069.282897233963
78	12.75	1.0897248	14.0	11.0	54.75	6.684871	64.0	47.0	12.7	1.0049876	14.0	11.0	57.3	46.66701	169.0	0.0	1000.0	1000.0	311999	17.45741	3.2634826	32.875942	-3.0718575	17.45732	3.2636275	33.522713	-2.5189004	-17.522453	0.20435764	4121.823449611664
79	12.75	1.7853571	15.0	11.0	32.0	26.34388	58.0	0.0	13.2	1.8330302	17.0	11.0	38.4	34.946243	115.0	0.0	1000.0	1000.0	315999	17.512728	3.2499163	32.3737	-2.3095024	17.512587	3.2507613	32.691986	-1.815042	-17.567669	0.19966976	4174.7825922966
80	11.25	1.0897248	13.0	10.0	61.0	20.420578	96.0	46.0	13.1	0.83066237	14.0	12.0	29.1	15.102649	49.0	0.0	1000.0	1000.0	319999	17.548414	3.2430322	34.197083	-2.8029454	17.548223	3.243559	35.29169	-1.8206906	-17.610184	0.19830811	4227.82768034935
81	13.25	0.4330127	14.0	13.0	91.75	26.479946	125.0	52.0	13.5	0.8062258	14.0	12.0	44.6	35.654453	113.0	0.0	1000.0	1000.0	323999	17.613754	3.24506	34.44855	-2.5939744	17.613665	3.2457304	33.457108	-2.6656547	-17.67185	0.20120908	4280.44441986084
82	12.5	2.0615528	16.0	11.0	60.75	39.5814	102.0	0.0	12.3	1.1	14.0	11.0	56.6	30.971601	102.0	0.0	1000.0	1000.0	327999	17.671398	3.2338493	32.961388	-2.1707952	17.671282	3.2341142	32.93314	-2.2175965	-17.726656	0.19363037	4333.066972732544
83	12.5	0.8660254	13.0	11.0	45.0	18.721645	70.0	25.0	11.8	1.077033	13.0	10.0	73.8	39.448193	142.0	25.0	1000.0	1000.0	331999	17.743444	3.2365506	34.707054	-3.8989568	17.743458	3.2368956	33.20594	-4.241202	-17.808165	0.20016791	4385.712372779846
84	12.0	1.7320508	13.0	9.0	90.75	51.19265	158.0	14.0	12.9	1.2206556	15.0	11.0	50.7	36.997437	122.0	0.0	1000.0	1000.0	335999	17.80238	3.226661	33.201683	-3.4175467	17.802221	3.2271802	32.280575	-5.246632	-17.860382	0.19410618	4438.1263308525085
