Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9	41.36774	138.0	0.0	1000.0	1000.0	215999	-1.2696279	1.306295	16.240881	-5.6152544	-1.2697142	1.3066511	14.555267	-5.7416334	1.0837889	0.04036897	3212.5780947208405
55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	6.873136	23.0	0.0	1000.0	1000.0	219999	-1.315057	1.2883815	12.121803	-5.778183	-1.3151339	1.2889314	12.598097	-5.642602	1.14304	0.03851909	3273.697057247162
56	0.0	0.0	0.0	0.0	2.75	4.205651	10.0	0.0	0.1	0.29999998	1.0	0.0	21.8	57.87711	195.0	0.0	1000.0	1000.0	223999	-1.4039946	1.2841102	15.723052	-5.399598	-1.404241	1.2848021	16.111511	-5.471019	1.2189871	0.04060698	3332.490708589554
57	0.0	0.0	0.0	0.0	19.25	32.76717	76.0	0.0	0.0	0.0	0.0	0.0	0.2	0.59999996	2.0	0.0	1000.0	1000.0	227999	-1.4827033	1.2341363	12.381939	-5.888508	-1.4830528	1.2352028	11.851732	-6.1095104	1.3059485	0.037812453	3388.9912559986115
58	0.0	0.0	0.0	0.0	50.5	76.83261	183.0	0.0	0.1	0.29999998	1.0	0.0	1.1	1.8138356	6.0	0.0	1000.0	1000.0	231999	-1.5589112	1.1910887	14.458059	-5.8642583	-1.5593586	1.1925355	14.783171	-5.89328	1.385331	0.037286445	3447.266966342926
59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.2	72.6	242.0	0.0	1000.0	1000.0	235999	-1.6254725	1.1857419	14.687084	-5.823075	-1.6258072	1.187059	19.276815	-5.954347	1.4434253	0.038030908	3507.2980148792267
60	0.0	0.0	0.0	0.0	28.75	49.79646	115.0	0.0	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	1000.0	1000.0	239999	-1.6650213	1.1957964	14.040547	-6.136608	-1.6652305	1.1965721	16.940699	-6.7375536	1.499142	0.03795375	3566.744682073593
61	0.25	0.4330127	1.0	0.0	1.75	3.0310888	7.0	0.0	0.0	0.0	0.0	0.0	3.1	7.3952684	25.0	0.0	1000.0	1000.0	243999	-1.7210863	1.1785921	13.094045	-6.380658	-1.7209653	1.1791893	14.861849	-6.054179	1.5547981	0.03671716	3630.014567375183
62	0.0	0.0	0.0	0.0	14.0	23.10844	54.0	0.0	0.0	0.0	0.0	0.0	10.3	30.899998	103.0	0.0	1000.0	1000.0	247999	-1.7921537	1.1712415	13.228365	-6.4392805	-1.7924618	1.1721543	14.908254	-6.794345	1.6260831	0.03890889	3691.7663247585297
63	0.0	0.0	0.0	0.0	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.0	45.6	136.79999	456.0	0.0	1000.0	1000.0	251999	-1.7857884	1.1788292	13.457793	-6.1793914	-1.7856113	1.1791202	13.94135	-6.875154	1.6094089	0.03785396	3754.872255563736
